Step_Index,Current(A),Voltage(V),Temperature (C)_1,Discharge_Capacity(Ah)
8,0.0001905881945276633,3.5447580814361572,10.01737117767334,0.023031342147874
8,0.0001905881945276633,3.5447580814361572,10.01737117767334,0.023031342147874
8,0.0001905881945276633,3.5447580814361572,10.062134742736816,0.023031342147874
8,0.0001905881945276633,3.544450283050537,10.031196594238281,0.023031342147874
8,0.0001905881945276633,3.544142484664917,10.01737117767334,0.023031342147874
8,0.0001905881945276633,3.543834686279297,9.910727500915527,0.023031342147874
8,0.0001905881945276633,3.543834686279297,10.031196594238281,0.023031342147874
8,0.0001905881945276633,3.5435268878936768,9.879786491394043,0.023031342147874
8,0.00037841926678083837,3.5435268878936768,10.093072891235352,0.023031342147874
8,0.0001905881945276633,3.5426034927368164,10.093072891235352,0.023031342147874
8,0.0001905881945276633,3.5429112911224365,10.093072891235352,0.023031342147874
8,0.0001905881945276633,3.5422956943511963,10.093072891235352,0.023031342147874
8,0.00037841926678083837,3.5422956943511963,9.941667556762695,0.023031342147874
8,0.0001905881945276633,3.5419881343841553,9.986432075500488,0.023031342147874
8,0.00037841926678083837,3.5419881343841553,10.062134742736816,0.023031342147874
8,0.0001905881945276633,3.541680335998535,10.01737117767334,0.023031342147874
8,-0.48084479570388794,3.461658477783203,10.093072891235352,0.023040155915356
8,-0.4806569516658783,3.452733039855957,9.986432075500488,0.023174893410355
8,-0.4806569516658783,3.4462697505950928,9.95549201965332,0.023308575371407
8,-0.4806569516658783,3.441037654876709,9.879786491394043,0.023442515639029
8,-0.4806569516658783,3.436113119125366,9.986432075500488,0.023576312764023
8,-0.4806569516658783,3.4318044185638428,10.062134742736816,0.023709999957562
8,-0.48084479570388794,3.4274954795837402,10.031196594238281,0.023843817946344
8,-0.4806569516658783,3.423802137374878,10.031196594238281,0.0239785345119
8,-0.4806569516658783,3.4201087951660156,10.031196594238281,0.024112490983068
8,-0.4806569516658783,3.4167232513427734,10.093072891235352,0.024244346292233
8,-0.48084479570388794,3.4136455059051514,9.879786491394043,0.024380924902073
8,-0.48084479570388794,3.4105677604675293,10.01737117767334,0.02451447943021
8,-0.48046913743019104,3.4077978134155273,10.062134742736816,0.024648781555962
8,-0.48084479570388794,3.404412269592285,9.910727500915527,0.024782757226082
8,-0.48084479570388794,3.4019501209259033,10.031196594238281,0.024916842674909
8,-0.4806569516658783,3.3994879722595215,10.031196594238281,0.025051162578598
8,-0.4806569516658783,3.3967177867889404,10.062134742736816,0.02518526832663
8,-0.48084479570388794,3.3945634365081787,9.910727500915527,0.025320155207476
8,-0.48084479570388794,3.392101287841797,9.910727500915527,0.025452755663475
8,-0.48084479570388794,3.389639139175415,9.910727500915527,0.025588955594875
8,-0.4806569516658783,3.387484550476074,10.093072891235352,0.025723582574497
8,-0.4806569516658783,3.3853302001953125,9.879786491394043,0.025857520906596
8,-0.48084479570388794,3.3828680515289307,10.062134742736816,0.025991994544371
8,-0.48084479570388794,3.38102126121521,10.031196594238281,0.026126873969258
8,-0.48084479570388794,3.3788669109344482,10.031196594238281,0.026261335455143
8,-0.4806569516658783,3.3770201206207275,10.093072891235352,0.026395812326041
8,-0.4806569516658783,3.375481367111206,9.924551963806152,0.026530298131046
8,-0.4806569516658783,3.3736348152160645,10.00025749206543,0.026664905668544
8,-0.9618801474571228,3.2908430099487305,9.986432075500488,0.026824639923947
8,-0.9620680212974548,3.284379720687866,10.031196594238281,0.027092154984154
8,-0.9620680212974548,3.2794554233551025,9.95549201965332,0.027359996167371
8,-0.9620680212974548,3.27545428276062,9.95549201965332,0.027629041668529
8,-0.9620680212974548,3.2714531421661377,10.093072891235352,0.027897082237383
8,-0.9620680212974548,3.2677597999572754,9.95549201965332,0.028167052809828
8,-0.9620680212974548,3.264374256134033,10.031196594238281,0.028435841626249
8,-0.9620680212974548,3.260988712310791,10.00025749206543,0.028704442051415
8,-0.9620680212974548,3.257910966873169,10.031196594238281,0.028973830062122
8,-0.9620680212974548,3.255448818206787,10.031196594238281,0.029242917273089
8,-0.9618801474571228,3.252678871154785,9.924551963806152,0.029512031449121
8,-0.9618801474571228,3.249601125717163,10.031196594238281,0.029779853371632
8,0.4810381233692169,3.489974021911621,10.031196594238281,0.029975847014698
8,0.4810381233692169,3.497976064682007,10.031196594238281,0.029975847014698
8,0.4810381233692169,3.5032083988189697,9.924551963806152,0.029975847014698
8,0.48122596740722656,3.507517099380493,9.924551963806152,0.029975847014698
8,0.4810381233692169,3.5112104415893555,9.969320297241211,0.029975847014698
8,0.48122596740722656,3.5149037837982178,10.00025749206543,0.029975847014698
8,0.48122596740722656,3.51828932762146,9.969320297241211,0.029975847014698
8,0.4810381233692169,3.521367073059082,10.00025749206543,0.029975847014698
8,0.00037841926678083837,3.4428842067718506,10.00025749206543,0.029975847014698
8,0.0001905881945276633,3.441653251647949,9.924551963806152,0.029975847014698
8,0.0001905881945276633,3.441345453262329,10.00025749206543,0.029975847014698
