Step_Index,Current(A),Voltage(V),Temperature (C)_1
8,-0.0004512229352258146,3.5232045650482178,-7.248786449432373
8,-0.0004512229352258146,3.5228967666625977,-7.17123556137085
8,-0.0002707690582610667,3.5228967666625977,-7.093695640563965
8,-0.0002707690582610667,3.5222811698913574,-7.217062950134277
8,-0.0002707690582610667,3.5222811698913574,-7.17123556137085
8,-0.0002707690582610667,3.5222811698913574,-7.139516353607178
8,-0.0004512229352258146,3.521665573120117,-7.403921604156494
8,-0.0002707690582610667,3.521665573120117,-7.294620513916016
8,-0.0002707690582610667,3.521357774734497,-7.217062950134277
8,-0.0002707690582610667,3.521050214767456,-7.294620513916016
8,-0.0002707690582610667,3.520742416381836,-7.17123556137085
8,-0.0004512229352258146,3.520434617996216,-7.248786449432373
8,-0.0002707690582610667,3.5201268196105957,-7.248786449432373
8,-0.0002707690582610667,3.5201268196105957,-7.248786449432373
8,-0.0002707690582610667,3.5198190212249756,-7.372188568115234
8,-0.0002707690582610667,3.5195112228393555,-7.326348781585693
8,-0.4808194935321808,3.40101957321167,-7.248786449432373
8,-0.48136085271835327,3.352083921432495,-7.294620513916016
8,-0.48136085271835327,3.3410043716430664,-7.2628936767578125
8,-0.4811803996562958,3.3330023288726807,-7.358076095581055
8,-0.48136085271835327,3.325923442840576,-7.294620513916016
8,-0.4811803996562958,3.319768190383911,-7.294620513916016
8,-0.48136085271835327,3.3142282962799072,-7.326348781585693
8,-0.48136085271835327,3.3086884021759033,-7.294620513916016
8,-0.48136085271835327,3.304995059967041,-7.217062950134277
8,-0.48136085271835327,3.3003785610198975,-7.294620513916016
8,-0.48136085271835327,3.296377420425415,-7.294620513916016
8,-0.4811803996562958,3.292992115020752,-7.294620513916016
8,-0.48136085271835327,3.2889909744262695,-7.294620513916016
8,-0.48136085271835327,3.2862210273742676,-7.372188568115234
8,-0.48136085271835327,3.2828354835510254,-7.326348781585693
8,-0.48136085271835327,3.2800657749176025,-7.326348781585693
8,-0.48136085271835327,3.2769880294799805,-7.294620513916016
8,-0.48136085271835327,3.2739102840423584,-7.372188568115234
8,-0.48154130578041077,3.2714481353759766,-7.2628936767578125
8,-0.48136085271835327,3.2689859867095947,-7.326348781585693
8,-0.48136085271835327,3.266523838043213,-7.231165885925293
8,-0.4811803996562958,3.264061689376831,-7.2628936767578125
8,-0.48136085271835327,3.26159930229187,-7.340457916259766
8,-0.48136085271835327,3.2594449520111084,-7.294620513916016
8,-0.48136085271835327,3.257598400115967,-7.2628936767578125
8,-0.48154130578041077,3.255444049835205,-7.294620513916016
8,-0.48136085271835327,3.2532896995544434,-7.231165885925293
8,-0.48136085271835327,3.2514429092407227,-7.2628936767578125
8,-0.9622704386711121,3.1070985794067383,-7.294620513916016
8,-0.9622704386711121,3.0877089500427246,-7.2628936767578125
8,-0.962090015411377,3.080630302429199,-7.294620513916016
8,-0.962090015411377,3.0750904083251953,-7.2628936767578125
8,-0.962090015411377,3.0704739093780518,-7.308725357055664
8,-0.9622704386711121,3.065857172012329,-7.231165885925293
8,-0.962090015411377,3.062164068222046,-7.340457916259766
8,-0.9622704386711121,3.0587785243988037,-7.340457916259766
8,-0.9622704386711121,3.0550851821899414,-7.2628936767578125
8,-0.9622704386711121,3.0523152351379395,-7.2628936767578125
8,-0.9622704386711121,3.0486221313476562,-7.231165885925293
8,-0.962090015411377,3.0461599826812744,-7.2628936767578125
8,0.48099976778030396,3.4927351474761963,-7.231165885925293
8,0.48099976778030396,3.5336687564849854,-7.308725357055664
8,0.48118022084236145,3.5450563430786133,-7.308725357055664
8,0.48099976778030396,3.552750587463379,-7.231165885925293
8,0.48099976778030396,3.559213638305664,-7.231165885925293
8,0.48118022084236145,3.564753532409668,-7.386295795440674
8,0.48099976778030396,3.5699856281280518,-7.308725357055664
8,0.48099976778030396,3.5742945671081543,-7.231165885925293
8,-0.0004512229352258146,3.427180051803589,-7.308725357055664
