Current(A),Voltage(V),Temperature (C)_1,SoC
0.0001905881945276633,3.526906967163086,-8.332584381103516,80.0
0.0001905881945276633,3.526599168777466,-8.565621376037598,80.0
0.0001905881945276633,3.5262913703918457,-8.332584381103516,80.0
2.7571220471145352e-06,3.5256760120391846,-8.332584381103516,80.0
0.00037841926678083837,3.5259835720062256,-8.332584381103516,80.0
0.0001905881945276633,3.5253682136535645,-8.332584381103516,80.0
2.7571220471145352e-06,3.5250604152679443,-8.332584381103516,80.0
0.0001905881945276633,3.524752616882324,-8.364357948303223,80.0
0.0001905881945276633,3.524752616882324,-8.332584381103516,80.0
2.7571220471145352e-06,3.524137020111084,-8.332584381103516,80.0
0.00037841926678083837,3.524444818496704,-8.332584381103516,80.0
0.0001905881945276633,3.524137020111084,-8.487933158874512,80.0
2.7571220471145352e-06,3.5235214233398438,-8.378475189208984,80.0
0.0001905881945276633,3.5235214233398438,-8.487933158874512,80.0
0.0001905881945276633,3.5232136249542236,-8.300811767578125,80.0
0.0001905881945276633,3.5225982666015625,-8.378475189208984,80.0
-0.4806569516658783,3.4136455059051514,-8.378475189208984,79.9994517001369
-0.4806569516658783,3.387484550476074,-8.300811767578125,79.98722651655889
-0.4806569516658783,3.3773279190063477,-8.378475189208984,79.9749660288468
-0.4806569516658783,3.369325876235962,-8.41025161743164,79.96272705319925
-0.48084479570388794,3.3622469902038574,-8.300811767578125,79.95041657591072
-0.4806569516658783,3.3563992977142334,-8.378475189208984,79.93815755969649
-0.4806569516658783,3.3505516052246094,-8.300811767578125,79.92589344784675
-0.48084479570388794,3.3456270694732666,-8.41025161743164,79.9136588360887
-0.4806569516658783,3.341010570526123,-8.332584381103516,79.90136053590172
-0.4806569516658783,3.3367016315460205,-8.378475189208984,79.88906071721992
-0.48084479570388794,3.332700490951538,-8.300811767578125,79.87675215486638
-0.4806569516658783,3.3286993503570557,-8.300811767578125,79.86447448763298
-0.4806569516658783,3.3253138065338135,-8.300811767578125,79.8522163269378
-0.48084479570388794,3.3216207027435303,-8.300811767578125,79.83996741684327
-0.4810326099395752,3.318542957305908,-8.26904010772705,79.82781184355615
-0.48084479570388794,3.315465211868286,-8.300811767578125,79.81545650161632
-0.4810326099395752,3.312079668045044,-8.456151962280273,79.80321831638555
-0.48084479570388794,3.309617280960083,-8.332584381103516,79.79090887565235
-0.4806569516658783,3.307155132293701,-8.300811767578125,79.77864705539089
-0.48084479570388794,3.304385185241699,-8.456151962280273,79.76645820063055
-0.4806569516658783,3.3019230365753174,-8.300811767578125,79.75425880586174
-0.4806569516658783,3.2997684478759766,-8.300811767578125,79.7419980642553
-0.48046913743019104,3.297614097595215,-8.332584381103516,79.72970929837183
-0.4806569516658783,3.294844150543213,-8.346699714660645,79.71749994562882
-0.48084479570388794,3.292689800262451,-8.456151962280273,79.70527477272832
-0.48084479570388794,3.2908430099487305,-8.533836364746094,79.69298649600245
-0.48084479570388794,3.2883808612823486,-8.346699714660645,79.68070223430749
-0.4806569516658783,3.286534070968628,-8.378475189208984,79.66851413593521
-0.9620680212974548,3.1652705669403076,-8.424372673034668,79.65359055438762
-0.9618801474571228,3.152651786804199,-8.456151962280273,79.62908175678021
-0.9620680212974548,3.145880699157715,-8.378475189208984,79.60458648554935
-0.9620680212974548,3.140648603439331,-8.456151962280273,79.58005454233125
-0.9620680212974548,3.1360318660736084,-8.26904010772705,79.5555934204908
-0.9618801474571228,3.132030725479126,-8.300811767578125,79.53115064952227
-0.9620680212974548,3.1277220249176025,-8.502053260803223,79.50671325186552
-0.9622558355331421,3.1240286827087402,-8.300811767578125,79.4821771493969
-0.9620680212974548,3.120950937271118,-8.424372673034668,79.45763984925472
-0.9622558355331421,3.117565393447876,-8.300811767578125,79.43305442779088
-0.9620680212974548,3.114795446395874,-8.502053260803223,79.40853709016655
-0.9618801474571228,3.111717462539673,-8.26904010772705,79.38397879852505
0.4810381233692169,3.4764318466186523,-8.502053260803223,79.36608602907762
0.48122596740722656,3.500746011734009,-8.579743385314941,79.36608602907762
0.48122596740722656,3.5105948448181152,-8.424372673034668,79.36608602907762
0.48122596740722656,3.5176737308502197,-8.392595291137695,79.36608602907762
0.48122596740722656,3.5235214233398438,-8.735157012939453,79.36608602907762
0.48122596740722656,3.5287537574768066,-8.735157012939453,79.36608602907762
0.48122596740722656,3.5336780548095703,-8.424372673034668,79.36608602907762
0.48122596740722656,3.537986993789673,-8.392595291137695,79.36608602907762
0.00037841926678083837,3.4194931983947754,-8.533836364746094,79.36608602907762
0.0001905881945276633,3.4133377075195312,-8.438488006591797,79.36608602907762
0.0001905881945276633,3.4117989540100098,-8.346699714660645,79.36608602907762
0.0001905881945276633,3.4111833572387695,-8.6715669631958,79.36608602907762
2.7571220471145352e-06,3.4108755588531494,-8.516170501708984,79.36608602907762
0.0001905881945276633,3.4111833572387695,-8.392595291137695,79.36608602907762
0.0001905881945276633,3.4114911556243896,-8.251379013061523,79.36608602907762
0.00037841926678083837,3.4117989540100098,-8.205500602722168,79.36608602907762
0.0001905881945276633,3.4117989540100098,-8.547957420349121,79.36608602907762
0.0001905881945276633,3.41210675239563,-8.392595291137695,79.36608602907762
0.0001905881945276633,3.41241455078125,-8.516170501708984,79.36608602907762
0.0001905881945276633,3.412722110748291,-8.516170501708984,79.36608602907762
0.0001905881945276633,3.4133377075195312,-8.6715669631958,79.36608602907762
0.0001905881945276633,3.4133377075195312,-8.749279975891113,79.36608602907762
0.0001905881945276633,3.4136455059051514,-8.516170501708984,79.36608602907762
0.0001905881945276633,3.4142611026763916,-8.593862533569336,79.36608602907762
-0.48084479570388794,3.289304256439209,-8.484384536743164,79.36088298734788
-0.4806569516658783,3.280686378479004,-8.438488006591797,79.3486565755369
-0.48084479570388794,3.2757620811462402,-8.484384536743164,79.33638426222522
-0.48084479570388794,3.271760940551758,-8.438488006591797,79.32413446618219
-0.4806569516658783,3.268990993499756,-8.374927520751953,79.31188280030045
-0.4806569516658783,3.266221046447754,-8.484384536743164,79.29968444655215
