Step_Index,Current(A),Voltage(V),Temperature (C)_1
8,0.0001905881945276633,3.5370635986328125,0.007843421772122383
8,0.0001905881945276633,3.5367558002471924,0.1146421954035759
8,0.0001905881945276633,3.5367558002471924,-0.02321995049715042
8,0.0001905881945276633,3.536140203475952,0.007843421772122383
8,0.0001905881945276633,3.535832405090332,0.007843421772122383
8,0.0001905881945276633,3.535524845123291,-0.03712707757949829
8,0.0001905881945276633,3.535524845123291,-0.03712707757949829
8,0.0001905881945276633,3.534909248352051,0.0836590826511383
8,0.0001905881945276633,3.534909248352051,-0.3416856527328491
8,0.0001905881945276633,3.5346014499664307,0.06980874389410019
8,0.00037841926678083837,3.5346014499664307,0.19045980274677277
8,0.0001905881945276633,3.5346014499664307,-0.06822650879621506
8,0.0001905881945276633,3.5339858531951904,-0.03712707757949829
8,0.0001905881945276633,3.5336780548095703,-0.06822650879621506
8,0.0001905881945276633,3.53337025642395,-0.06822650879621506
8,0.0001905881945276633,3.53306245803833,0.007843421772122383
8,-0.48084479570388794,3.4431920051574707,0.03882596269249916
8,-0.48084479570388794,3.4308810234069824,-0.11323459446430206
8,-0.48084479570388794,3.423494338989258,0.03882596269249916
8,-0.48084479570388794,3.4170310497283936,-0.006031193770468235
8,-0.4806569516658783,3.4114911556243896,-0.18936316668987274
8,-0.4806569516658783,3.406566619873047,0.12849560379981995
8,-0.4806569516658783,3.4019501209259033,-0.11323459446430206
8,-0.48084479570388794,3.3973333835601807,0.1456255465745926
8,-0.4806569516658783,3.3933322429656982,-0.18936316668987274
8,-0.48084479570388794,3.389639139175415,-0.0821300595998764
8,-0.4806569516658783,3.386253595352173,-0.006031193770468235
8,-0.48084479570388794,3.3822524547576904,0.06980874389410019
8,-0.4806569516658783,3.3794825077056885,-0.03712707757949829
8,-0.48084479570388794,3.3764047622680664,0.03882596269249916
8,-0.48084479570388794,3.3733270168304443,-0.11323459446430206
8,-0.4806569516658783,3.3705568313598633,-0.006031193770468235
8,-0.4806569516658783,3.3677868843078613,-0.15825004875659943
8,-0.48084479570388794,3.3650169372558594,0.06980874389410019
8,-0.4806569516658783,3.3625547885894775,-0.11323459446430206
8,-0.48084479570388794,3.3600926399230957,0.06980874389410019
8,-0.4806569516658783,3.357938051223755,-0.006031193770468235
8,-0.48084479570388794,3.355475902557373,-0.006031193770468235
8,-0.4806569516658783,3.3536293506622314,-0.15825004875659943
8,-0.48084479570388794,3.3514747619628906,-0.12713749706745148
8,-0.48084479570388794,3.349012613296509,-0.0821300595998764
8,-0.4806569516658783,3.3474738597869873,-0.0821300595998764
8,-0.4806569516658783,3.3453192710876465,-0.2343909740447998
8,-0.4806569516658783,3.343472719192505,-0.0821300595998764
8,-0.9620680212974548,3.249908924102783,0.06980874389410019
8,-0.9618801474571228,3.2415988445281982,0.06980874389410019
8,-0.9620680212974548,3.2363667488098145,-0.0821300595998764
8,-0.9620680212974548,3.231750011444092,-0.2343909740447998
8,-0.9620680212974548,3.2271335124969482,-0.18936316668987274
8,-0.9620680212974548,3.223440170288086,-0.15825004875659943
8,-0.9620680212974548,3.2200546264648438,-0.15825004875659943
8,-0.9620680212974548,3.2169768810272217,-0.006031193770468235
8,-0.9620680212974548,3.2132835388183594,-0.0821300595998764
8,-0.9618801474571228,3.2108213901519775,-0.0821300595998764
8,-0.9620680212974548,3.2077436447143555,-0.2343909740447998
8,-0.9618801474571228,3.2049736976623535,-0.12713749706745148
8,0.48122596740722656,3.4798173904418945,-0.18936316668987274
8,0.48122596740722656,3.4915127754211426,-0.12713749706745148
8,0.48122596740722656,3.497976064682007,-0.3867378830909729
8,0.48122596740722656,3.5029006004333496,-0.3105556070804596
8,0.48122596740722656,3.5078248977661133,-0.15825004875659943
8,0.48122596740722656,3.5118260383605957,-0.3105556070804596
8,0.4810381233692169,3.515519380569458,-0.15825004875659943
8,0.48122596740722656,3.5195202827453613,-0.35559993982315063
8,0.0001905881945276633,3.430265426635742,-0.2343909740447998
8,0.0001905881945276633,3.4278032779693604,-0.15825004875659943
8,0.0001905881945276633,3.42718768119812,-0.15825004875659943
8,0.0001905881945276633,3.4268798828125,-0.12713749706745148
8,0.00037841926678083837,3.4274954795837402,-0.0510261207818985
8,0.0001905881945276633,3.42718768119812,-0.2343909740447998
8,0.0001905881945276633,3.4274954795837402,-0.2343909740447998
8,0.0001905881945276633,3.4278032779693604,-0.2343909740447998
8,0.0001905881945276633,3.4281110763549805,-0.35559993982315063
8,0.0001905881945276633,3.4284188747406006,-0.15825004875659943
8,0.0001905881945276633,3.4287266731262207,-0.3867378830909729
8,0.0001905881945276633,3.4290342330932617,-0.27942603826522827
8,0.0001905881945276633,3.429342031478882,-0.2343909740447998
8,0.0001905881945276633,3.429342031478882,-0.3105556070804596
8,0.0001905881945276633,3.429957628250122,-0.3105556070804596
8,0.0001905881945276633,3.429957628250122,-0.20326988399028778
8,-0.48084479570388794,3.3367016315460205,-0.27942603826522827
8,-0.48084479570388794,3.3314695358276367,-0.3105556070804596
8,-0.4806569516658783,3.3280839920043945,-0.3105556070804596
8,-0.4806569516658783,3.3256216049194336,-0.35559993982315063
8,-0.48084479570388794,3.3228516578674316,-0.3105556070804596
8,-0.48084479570388794,3.32069730758667,-0.3867378830909729
8,-0.48084479570388794,3.318542957305908,-0.20326988399028778
8,-0.48084479570388794,3.3166961669921875,-0.43179431557655334
8,-0.4806569516658783,3.315157413482666,-0.27942603826522827
8,-0.4806569516658783,3.3133106231689453,-0.27942603826522827
8,-0.48084479570388794,3.3114640712738037,-0.3105556070804596
8,-0.48084479570388794,3.3102328777313232,-0.3867378830909729
8,-0.48084479570388794,3.3083863258361816,-0.35559993982315063
8,-0.4806569516658783,3.307155132293701,-0.35559993982315063
8,-0.48084479570388794,3.3059239387512207,-0.27942603826522827
8,-0.48084479570388794,3.304385185241699,-0.09602846205234528
8,-0.4806569516658783,3.3031539916992188,-0.4006514251232147
8,-0.4806569516658783,3.3019230365753174,-0.2343909740447998
8,-0.4806569516658783,3.300999641418457,-0.35559993982315063
8,-0.4806569516658783,3.2994606494903564,-0.24829994142055511
8,-0.48084479570388794,3.298229694366455,-0.4006514251232147
8,-0.48084479570388794,3.2969985008239746,-0.27942603826522827
8,-0.4806569516658783,3.2960751056671143,-0.27942603826522827
8,-0.4806569516658783,3.294844150543213,-0.21717730164527893
8,-0.9620680212974548,3.1997413635253906,-0.27942603826522827
8,-0.9620680212974548,3.195124864578247,-0.32446539402008057
8,-0.9620680212974548,3.191739320755005,-0.35559993982315063
8,-0.9620680212974548,3.188969373703003,-0.35559993982315063
8,-0.9620680212974548,3.185891628265381,-0.35559993982315063
8,-0.9618801474571228,3.18342924118042,-0.3867378830909729
8,-0.9620680212974548,3.181274890899658,-0.4006514251232147
8,-0.9620680212974548,3.1788127422332764,-0.35559993982315063
8,-0.9620680212974548,3.1766581535339355,-0.43179431557655334
8,-0.9620680212974548,3.174811601638794,-0.14103816449642181
8,-0.9618801474571228,3.1726572513580322,-0.35559993982315063
8,-0.9618801474571228,3.1705026626586914,-0.24829994142055511
8,0.48122596740722656,3.450270891189575,-0.43179431557655334
8,0.48122596740722656,3.4576575756073,-0.24829994142055511
8,0.48122596740722656,3.4622740745544434,-0.4006514251232147
8,0.48122596740722656,3.4656596183776855,-0.43179431557655334
8,0.48122596740722656,3.469352960586548,-0.35559993982315063
8,0.4814137816429138,3.47273850440979,-0.27942603826522827
8,0.48122596740722656,3.475508451461792,-0.2343909740447998
8,0.48122596740722656,3.477970600128174,-0.35559993982315063
8,-0.48084479570388794,3.292074203491211,-0.32446539402008057
8,-0.48084479570388794,3.2877652645111084,-0.27942603826522827
8,-0.48084479570388794,3.2849953174591064,-0.32446539402008057
8,-0.4806569516658783,3.2831485271453857,-0.35559993982315063
8,-0.4806569516658783,3.2816097736358643,-0.32446539402008057
8,-0.4806569516658783,3.280378580093384,-0.35559993982315063
