Step_Index,Current(A),Voltage(V),Temperature (C)_1,Discharge_Capacity(Ah)
16,-0.0002707690582610667,3.5253589153289795,-7.601260662078857,0.520802829482759
16,-9.031515219248831e-05,3.5250511169433594,-7.523660182952881,0.520802902943316
16,-0.0002707690582610667,3.5247433185577393,-7.523660182952881,0.520802976903634
16,-0.0002707690582610667,3.524435520172119,-7.537801265716553,0.520803051110947
16,-0.0002707690582610667,3.524127721786499,-7.491935729980469,0.520803127836176
16,-9.031515219248831e-05,3.524127721786499,-7.601260662078857,0.520803208305402
16,-0.001533946255221963,3.5232045650482178,-7.601260662078857,0.520803649471549
16,-0.007669378537684679,3.520742416381836,-7.523660182952881,0.520805754993823
16,-0.010195733048021793,3.5195112228393555,-7.460209369659424,0.520808611202858
16,-0.020301150158047676,3.515510320663452,-7.523660182952881,0.520814237409344
16,-0.3936602473258972,3.38686203956604,-7.6788716316223145,0.520922078543784
16,-2.036332130432129,2.8885812759399414,-7.632991790771484,0.521376844419125
16,-2.038858413696289,2.825796127319336,-7.601260662078857,0.521943152758963
16,0.04538406431674957,3.27544903755188,-7.6788716316223145,0.522507159544332
16,0.05007586628198624,3.453956127166748,-7.601260662078857,0.522507159544332
16,-1.5177075862884521,2.9501354694366455,-7.6788716316223145,0.522922140239712
16,-1.9690227508544922,2.799943447113037,-7.601260662078857,0.523472725690599
16,-1.1768301725387573,3.0169217586517334,-7.601260662078857,0.523841287417285
16,-1.2441394329071045,3.0021486282348633,-7.601260662078857,0.524171743614059
16,-1.0662119388580322,3.041851043701172,-7.601260662078857,0.524519152037811
16,-1.6268821954727173,2.893197774887085,-7.6788716316223145,0.524823780206381
16,-1.2495530843734741,2.9710638523101807,-7.601260662078857,0.525274468383976
16,-0.49290987849235535,3.1889655590057373,-7.601260662078857,0.52561349555161
16,0.08779072761535645,3.38716983795166,-7.6788716316223145,0.525741348189655
16,0.08742982149124146,3.4173314571380615,-7.601260662078857,0.525741348189655
16,0.3660506308078766,3.5084314346313477,-7.601260662078857,0.525741348189655
16,0.13885918259620667,3.4585726261138916,-7.75649356842041,0.525741348189655
16,0.08345983922481537,3.439182996749878,-7.6788716316223145,0.525741348189655
16,-0.18487510085105896,3.3588550090789795,-7.491935729980469,0.525745587742579
16,-0.646476149559021,3.2132794857025146,-7.537801265716553,0.525806529227817
16,0.011458734050393105,3.3880932331085205,-7.523660182952881,0.525970855709114
16,-0.18812327086925507,3.348698616027832,-7.601260662078857,0.525976319501543
16,0.335193008184433,3.4982750415802,-7.6471381187438965,0.526024925877345
16,0.5856630206108093,3.597069501876831,-7.6788716316223145,0.526024925877345
16,0.5668957829475403,3.6075336933135986,-7.601260662078857,0.526024925877345
16,0.5225041508674622,3.602917194366455,-7.6788716316223145,0.526024925877345
16,0.3822914958000183,3.56721568107605,-7.569531440734863,0.526024925877345
16,0.2972976863384247,3.541670799255371,-7.75649356842041,0.526024925877345
16,0.14752097427845,3.4964284896850586,-7.569531440734863,0.526024925877345
16,0.02445141412317753,3.4551870822906494,-7.601260662078857,0.526024925877345
16,-0.0002707690582610667,3.4422607421875,-7.6788716316223145,0.526024932396256
16,-9.031515219248831e-05,3.4407219886779785,-7.569531440734863,0.526025011123195
16,-0.0002707690582610667,3.439182996749878,-7.569531440734863,0.526025090093033
16,-0.0002707690582610667,3.439182996749878,-7.601260662078857,0.526025166302785
16,-0.0004512229352258146,3.438567638397217,-7.601260662078857,0.526025241763937
16,-9.031515219248831e-05,3.438875436782837,-7.6788716316223145,0.526025320992965
16,-0.0002707690582610667,3.438875436782837,-7.523660182952881,0.526025399714914
16,-0.0002707690582610667,3.438875436782837,-7.601260662078857,0.526025482445992
16,-0.012361180037260056,3.4354898929595947,-7.601260662078857,0.526026012290151
16,-1.1519274711608887,3.09478759765625,-7.834125995635986,0.526075294850613
16,-1.2836588621139526,3.0172295570373535,-7.601260662078857,0.526400230999962
16,-0.9370068907737732,3.0984809398651123,-7.523660182952881,0.526742863886785
16,-1.3722617626190186,2.9710638523101807,-7.6788716316223145,0.527015811983345
16,-2.083430528640747,2.756547689437866,-7.601260662078857,0.527419698627288
16,-2.048783302307129,2.7405436038970947,-7.6788716316223145,0.527997320811386
16,-1.3280504941940308,2.9288992881774902,-7.601260662078857,0.528543422706824
16,-2.0114293098449707,2.743621349334717,-7.724755764007568,0.528934125175956
16,-2.3375096321105957,2.6380560398101807,-7.6471381187438965,0.529503221737245
16,-2.278681516647339,2.6402103900909424,-7.601260662078857,0.530150649471614
16,-1.8031855821609497,2.7633185386657715,-7.569531440734863,0.530772128168405
16,-1.1694315671920776,2.9439799785614014,-7.601260662078857,0.531251004979319
16,-1.6568374633789062,2.8131775856018066,-7.601260662078857,0.531594113057814
16,-1.5752723217010498,2.826103925704956,-7.601260662078857,0.532055898772719
16,-1.7185527086257935,2.782708168029785,-7.601260662078857,0.532499261257847
16,-1.4570749998092651,2.8513410091400146,-7.6788716316223145,0.532965365020044
16,-1.3359904289245605,2.88704252243042,-7.802383899688721,0.533368939731509
16,-1.033008337020874,2.975680351257324,-7.601260662078857,0.533728986146758
16,-0.12983666360378265,3.2572906017303467,-7.601260662078857,0.533974550705576
16,-0.4566386640071869,3.176039218902588,-7.6788716316223145,0.534026483672936
16,-0.04646696522831917,3.3031485080718994,-7.601260662078857,0.534132305000582
16,0.06397081911563873,3.349313974380493,-7.75649356842041,0.53414286358637
16,0.06469263136386871,3.3567006587982178,-7.6788716316223145,0.53414286358637
16,-0.19155189394950867,3.2803733348846436,-7.6471381187438965,0.534151038047058
16,-0.5095116496086121,3.176654815673828,-7.601260662078857,0.534218797175725
16,-0.19155189394950867,3.267446994781494,-7.6788716316223145,0.534346291590925
16,0.06541445106267929,3.355161666870117,-7.615403652191162,0.534390088641706
16,0.18776218593120575,3.4028661251068115,-7.6788716316223145,0.534390088641706
16,-0.09446769952774048,3.320075750350952,-7.6788716316223145,0.534394795189214
16,-0.245146706700325,3.2683703899383545,-7.710607051849365,0.534429000391156
16,-0.24388352036476135,3.264369249343872,-7.724755764007568,0.534496995399187
16,-0.3951038718223572,3.2160494327545166,-7.7706403732299805,0.534573557186291
16,-0.3965475261211395,3.211432695388794,-7.724755764007568,0.534684522351416
16,-0.7081913948059082,3.112638473510742,-7.693016529083252,0.534813682991521
16,-1.0362565517425537,3.0055341720581055,-7.724755764007568,0.53503282662388
16,-1.5534374713897705,2.8445701599121094,-7.834125995635986,0.535354424155101
16,-1.950435996055603,2.718691825866699,-7.6788716316223145,0.535810746876295
16,-2.119521379470825,2.659907579421997,-7.834125995635986,0.536363560126264
16,-2.02243709564209,2.6777584552764893,-7.724755764007568,0.536951343959701
16,-2.0033090114593506,2.6777584552764893,-7.724755764007568,0.537511859712492
16,-2.2680349349975586,2.598661422729492,-7.724755764007568,0.538093348719357
16,-2.453721761703491,2.53987717628479,-7.75649356842041,0.53874331217484
16,-2.1357622146606445,2.621128559112549,-7.834125995635986,0.539403271381633
16,-2.2023496627807617,2.6002001762390137,-7.555386543273926,0.540001027511584
16,-1.6322957277297974,2.7577788829803467,-7.802383899688721,0.540573999714906
16,-0.8189900517463684,3.0021486282348633,-7.6788716316223145,0.54097207260708
16,-0.7186577320098877,3.0433900356292725,-7.6788716316223145,0.541194759687509
16,-0.20003323256969452,3.2123560905456543,-7.75649356842041,0.541357703540141
16,0.4829847514629364,3.4441075325012207,-7.6471381187438965,0.5413983117248
16,0.35341885685920715,3.4201014041900635,-7.75649356842041,0.5413983117248
16,0.31949353218078613,3.4148693084716797,-7.569531440734863,0.5413983117248
16,0.19858941435813904,3.3800911903381348,-7.6471381187438965,0.5413983117248
16,0.19840896129608154,3.381322145462036,-7.693016529083252,0.5413983117248
16,0.2826809287071228,3.410560369491577,-7.7706403732299805,0.5413983117248
16,0.334110289812088,3.430565595626831,-7.724755764007568,0.5413983117248
16,0.30180904269218445,3.4237945079803467,-7.724755764007568,0.5413983117248
16,0.32274168729782104,3.4327199459075928,-7.834125995635986,0.5413983117248
16,0.26680099964141846,3.4173314571380615,-7.802383899688721,0.5413983117248
16,0.3108317255973816,3.4324121475219727,-7.724755764007568,0.5413983117248
16,0.28069594502449036,3.4253334999084473,-7.693016529083252,0.5413983117248
16,0.2972976863384247,3.4317965507507324,-7.6471381187438965,0.5413983117248
16,0.24677060544490814,3.4179470539093018,-7.6788716316223145,0.5413983117248
16,0.2832222878932953,3.430257797241211,-7.569531440734863,0.5413983117248
16,0.39510369300842285,3.467805862426758,-7.693016529083252,0.5413983117248
16,0.4871352016925812,3.499814033508301,-7.911768913269043,0.5413983117248
16,0.35414066910743713,3.461958169937134,-7.6471381187438965,0.5413983117248
16,0.13470874726772308,3.392401933670044,-7.75649356842041,0.5413983117248
16,0.13200193643569946,3.3890163898468018,-7.569531440734863,0.5413983117248
16,0.1615963727235794,3.398249626159668,-7.693016529083252,0.5413983117248
16,0.6982662677764893,3.5684468746185303,-7.6471381187438965,0.5413983117248
16,0.6049715876579285,3.5487494468688965,-7.724755764007568,0.5413983117248
16,0.4003368616104126,3.4881186485290527,-7.693016529083252,0.5413983117248
16,0.2926059067249298,3.453648328781128,-7.7706403732299805,0.5413983117248
16,0.22457477450370789,3.4314887523651123,-7.6471381187438965,0.5413983117248
16,0.12460332363843918,3.398865222930908,-7.7706403732299805,0.5413983117248
16,0.042496804147958755,3.371473550796509,-7.7706403732299805,0.5413983117248
16,0.008391018025577068,3.3582394123077393,-7.802383899688721,0.5413983117248
16,0.0035187627654522657,3.3560850620269775,-7.661279201507568,0.5413983117248
16,-0.0004512229352258146,3.353930711746216,-7.693016529083252,0.541398345068065
